binned_latitude,binned_longitude,hour,type,subtype,count
41.83,-87.63,09:00,Hazard,Weather,37
41.89,-87.65,23:00,Accident,Unclassified,37
41.88,-87.62,19:00,Road Closed,Unclassified,37
41.86,-87.64,04:00,Hazard,On Road,37
41.89,-87.66,03:00,Jam,Heavy Traffic,37
41.98,-87.75,01:00,Jam,Stand-Still Traffic,37
41.9,-87.66,23:00,Accident,Unclassified,37
41.9,-87.66,20:00,Road Closed,Unclassified,37
41.88,-87.62,18:00,Road Closed,Unclassified,37
41.93,-87.69,12:00,Jam,Unclassified,37
41.68,-87.6,07:00,Hazard,Weather,37
41.85,-87.62,10:00,Hazard,On Road,37
41.69,-87.6,10:00,Jam,Stand-Still Traffic,37
41.82,-87.74,16:00,Jam,Unclassified,37
41.95,-87.73,15:00,Jam,Unclassified,37
41.99,-87.66,12:00,Road Closed,Unclassified,37
41.98,-87.79,11:00,Jam,Unclassified,36
41.92,-87.67,14:00,Jam,Unclassified,36
41.88,-87.62,20:00,Road Closed,Unclassified,36
41.9,-87.66,22:00,Accident,Unclassified,36
41.92,-87.68,00:00,Jam,Unclassified,36
41.9,-87.62,21:00,Accident,Unclassified,36
41.97,-87.75,14:00,Jam,Unclassified,36
41.96,-87.69,20:00,Road Closed,Unclassified,36
41.82,-87.63,07:00,Hazard,Weather,36
41.87,-87.73,06:00,Hazard,On Road,36
41.86,-87.64,21:00,Accident,Unclassified,36
41.92,-87.68,12:00,Jam,Unclassified,36
41.71,-87.61,09:00,Hazard,Weather,36
41.89,-87.65,06:00,Hazard,Weather,36
41.88,-87.67,04:00,Hazard,On Road,36
41.89,-87.65,03:00,Jam,Unclassified,35
41.92,-87.67,03:00,Hazard,On Road,35
41.86,-87.64,03:00,Jam,Heavy Traffic,35
41.93,-87.69,00:00,Jam,Unclassified,35
41.9,-87.63,18:00,Road Closed,Unclassified,35
41.88,-87.65,18:00,Accident,Unclassified,35
41.86,-87.65,02:00,Road Closed,Event,35
41.89,-87.64,03:00,Hazard,On Road,35
41.82,-87.74,03:00,Hazard,On Road,35
41.71,-87.61,07:00,Hazard,Weather,35
41.97,-87.75,09:00,Hazard,Weather,35
41.87,-87.64,20:00,Accident,Unclassified,35
41.97,-87.76,02:00,Jam,Heavy Traffic,35
41.88,-87.65,23:00,Accident,Unclassified,35
41.88,-87.65,02:00,Road Closed,Unclassified,35
41.88,-87.65,04:00,Jam,Unclassified,35
41.9,-87.63,17:00,Road Closed,Unclassified,34
41.87,-87.64,03:00,Hazard,On Road,34
41.86,-87.62,04:00,Jam,Stand-Still Traffic,34
41.89,-87.65,20:00,Road Closed,Unclassified,34
41.83,-87.64,19:00,Road Closed,Event,34
41.94,-87.71,13:00,Road Closed,Unclassified,34
41.9,-87.66,00:00,Road Closed,Unclassified,34
41.88,-87.65,06:00,Hazard,On Road,34
41.85,-87.64,03:00,Jam,Heavy Traffic,34
41.88,-87.62,03:00,Jam,Stand-Still Traffic,34
41.88,-87.62,17:00,Road Closed,Event,34
41.93,-87.69,15:00,Jam,Unclassified,34
41.98,-87.79,14:00,Jam,Unclassified,34
41.87,-87.62,20:00,Road Closed,Unclassified,34
41.97,-87.76,14:00,Jam,Unclassified,34
41.9,-87.66,18:00,Road Closed,Unclassified,34
41.87,-87.64,21:00,Accident,Unclassified,34
41.82,-87.74,10:00,Jam,Stand-Still Traffic,34
41.88,-87.62,16:00,Road Closed,Unclassified,33
41.94,-87.65,21:00,Road Closed,Unclassified,33
41.84,-87.63,06:00,Hazard,Weather,33
41.88,-87.65,05:00,Jam,Heavy Traffic,33
41.68,-87.6,09:00,Hazard,Weather,33
41.88,-87.62,02:00,Jam,Stand-Still Traffic,33
41.88,-87.62,19:00,Road Closed,Event,33
41.9,-87.63,16:00,Road Closed,Unclassified,33
41.9,-87.62,22:00,Accident,Unclassified,33
41.97,-87.75,22:00,Accident,Unclassified,33
41.85,-87.64,02:00,Jam,Stand-Still Traffic,33
41.88,-87.65,01:00,Road Closed,Unclassified,33
41.95,-87.65,20:00,Road Closed,Unclassified,33
41.97,-87.75,15:00,Jam,Unclassified,32
41.88,-87.68,22:00,Road Closed,Unclassified,32
41.97,-87.75,04:00,Hazard,On Road,32
41.82,-87.73,11:00,Jam,Unclassified,32
41.66,-87.59,07:00,Hazard,Weather,32
41.67,-87.6,09:00,Hazard,Weather,32
41.98,-87.75,11:00,Jam,Unclassified,32
41.87,-87.65,03:00,Jam,Stand-Still Traffic,32
41.89,-87.63,01:00,Road Closed,Event,32
41.85,-87.64,04:00,Hazard,On Road,32
41.96,-87.74,09:00,Hazard,On Road,32
41.87,-87.64,22:00,Accident,Unclassified,32
41.96,-87.66,04:00,Road Closed,Event,32
41.9,-87.66,09:00,Hazard,Weather,32
41.79,-87.63,22:00,Accident,Unclassified,32
41.84,-87.63,05:00,Hazard,On Road,32
41.9,-87.62,00:00,Accident,Unclassified,32
41.77,-87.61,21:00,Road Closed,Unclassified,31
41.85,-87.64,05:00,Hazard,On Road,31
41.9,-87.62,23:00,Accident,Unclassified,31
41.9,-87.63,22:00,Road Closed,Unclassified,31
41.88,-87.65,16:00,Road Closed,Unclassified,31
41.9,-87.62,03:00,Jam,Stand-Still Traffic,31
41.88,-87.65,05:00,Jam,Stand-Still Traffic,31
41.87,-87.71,11:00,Jam,Unclassified,31
41.82,-87.74,11:00,Jam,Unclassified,31
41.68,-87.6,06:00,Hazard,Weather,31
41.86,-87.64,02:00,Jam,Stand-Still Traffic,31
41.8,-87.63,06:00,Hazard,Weather,31
41.71,-87.61,06:00,Hazard,Weather,31
41.88,-87.62,21:00,Accident,Unclassified,31
41.87,-87.62,01:00,Road Closed,Event,31
41.96,-87.74,13:00,Accident,Unclassified,31
41.78,-87.63,09:00,Hazard,Weather,31
41.88,-87.62,21:00,Road Closed,Event,31
41.83,-87.63,10:00,Jam,Unclassified,31
41.82,-87.63,10:00,Jam,Stand-Still Traffic,31
41.86,-87.64,20:00,Accident,Unclassified,31
41.66,-87.59,08:00,Hazard,On Road,31
41.88,-87.67,03:00,Jam,Stand-Still Traffic,31
41.69,-87.6,05:00,Hazard,On Road,31
41.81,-87.63,04:00,Hazard,On Road,31
41.79,-87.63,08:00,Hazard,Weather,31
41.87,-87.65,07:00,Hazard,On Road,30
41.9,-87.63,21:00,Road Closed,Unclassified,30
41.96,-87.74,11:00,Jam,Unclassified,30
41.81,-87.63,06:00,Hazard,Weather,30
41.84,-87.66,10:00,Jam,Stand-Still Traffic,30
41.97,-87.75,13:00,Road Closed,Unclassified,30
41.87,-87.64,20:00,Road Closed,Unclassified,30
41.87,-87.62,16:00,Road Closed,Unclassified,30
41.94,-87.65,23:00,Road Closed,Unclassified,30
41.88,-87.67,21:00,Accident,Unclassified,30
41.76,-87.63,06:00,Hazard,Weather,30
41.92,-87.67,02:00,Jam,Stand-Still Traffic,30
41.9,-87.66,19:00,Accident,Major,30
41.91,-87.66,04:00,Jam,Stand-Still Traffic,30
41.87,-87.63,01:00,Road Closed,Event,30
41.85,-87.64,07:00,Hazard,Weather,30
41.88,-87.65,04:00,Road Closed,Unclassified,30
41.92,-87.67,00:00,Jam,Unclassified,30
41.98,-87.79,00:00,Jam,Unclassified,30
41.86,-87.64,05:00,Hazard,On Road,30
41.92,-87.68,02:00,Jam,Stand-Still Traffic,29
41.89,-87.66,03:00,Jam,Stand-Still Traffic,29
41.95,-87.65,03:00,Road Closed,Event,29
41.87,-87.62,19:00,Road Closed,Unclassified,29
41.88,-87.65,17:00,Accident,Unclassified,29
41.91,-87.66,01:00,Jam,Unclassified,29
41.87,-87.62,15:00,Road Closed,Unclassified,29
41.82,-87.63,08:00,Hazard,Weather,29
41.83,-87.64,16:00,Road Closed,Event,29
41.89,-87.65,07:00,Hazard,On Road,29
41.95,-87.73,00:00,Jam,Unclassified,29
41.87,-87.72,22:00,Accident,Unclassified,29
41.86,-87.64,23:00,Accident,Unclassified,29
41.77,-87.68,22:00,Road Closed,Unclassified,28
41.77,-87.68,20:00,Road Closed,Unclassified,28
41.88,-87.66,04:00,Hazard,On Road,28
41.9,-87.62,02:00,Jam,Stand-Still Traffic,28
41.85,-87.64,21:00,Accident,Unclassified,28
41.88,-87.66,21:00,Accident,Unclassified,28
41.66,-87.59,09:00,Hazard,On Road,28
41.9,-87.66,17:00,Accident,Unclassified,28
41.9,-87.63,15:00,Road Closed,Unclassified,28
41.8,-87.63,08:00,Hazard,Weather,28
41.87,-87.62,22:00,Accident,Unclassified,28
41.87,-87.62,21:00,Road Closed,Unclassified,28
41.96,-87.69,21:00,Road Closed,Unclassified,28
41.84,-87.63,07:00,Hazard,Weather,28
41.87,-87.64,07:00,Hazard,Weather,28
41.72,-87.62,08:00,Hazard,Weather,28
41.89,-87.69,23:00,Road Closed,Unclassified,27
41.87,-87.62,17:00,Road Closed,Unclassified,27
41.9,-87.62,20:00,Accident,Unclassified,27
41.88,-87.65,02:00,Jam,Unclassified,27
41.88,-87.65,03:00,Jam,Unclassified,27
41.88,-87.62,17:00,Road Closed,Unclassified,27
41.87,-87.62,22:00,Road Closed,Unclassified,27
41.84,-87.66,19:00,Accident,Unclassified,27
41.85,-87.64,20:00,Accident,Unclassified,27
41.89,-87.65,00:00,Accident,Unclassified,27
41.88,-87.67,09:00,Hazard,On Road,27
41.87,-87.64,06:00,Hazard,On Road,27
41.81,-87.63,08:00,Hazard,On Road,27
41.93,-87.69,20:00,Accident,Unclassified,27
41.85,-87.7,19:00,Road Closed,Unclassified,27
41.81,-87.63,05:00,Hazard,On Road,27
41.83,-87.63,07:00,Hazard,Weather,27
41.88,-87.62,20:00,Accident,Unclassified,27
41.88,-87.66,06:00,Hazard,On Road,27
41.97,-87.75,20:00,Accident,Unclassified,27
41.93,-87.64,03:00,Road Closed,Event,27
41.85,-87.64,12:00,Accident,Unclassified,27
41.9,-87.63,19:00,Road Closed,Unclassified,27
41.88,-87.68,04:00,Jam,Stand-Still Traffic,26
41.96,-87.74,05:00,Hazard,On Road,26
41.82,-87.74,08:00,Hazard,Weather,26
41.87,-87.64,04:00,Jam,Heavy Traffic,26
41.81,-87.63,07:00,Hazard,Weather,26
41.87,-87.62,21:00,Road Closed,Event,26
41.9,-87.66,02:00,Accident,Unclassified,26
41.9,-87.66,01:00,Road Closed,Unclassified,26
41.9,-87.66,13:00,Road Closed,Unclassified,26
41.88,-87.62,14:00,Road Closed,Unclassified,26
41.9,-87.66,07:00,Hazard,Weather,26
41.87,-87.64,23:00,Accident,Unclassified,26
41.87,-87.64,22:00,Accident,Major,26
41.97,-87.75,08:00,Hazard,Weather,26
41.88,-87.62,23:00,Road Closed,Unclassified,26
41.9,-87.62,17:00,Accident,Unclassified,26
41.95,-87.73,09:00,Hazard,On Road,26
41.92,-87.67,01:00,Jam,Unclassified,26
41.9,-87.63,20:00,Road Closed,Unclassified,25
41.9,-87.66,01:00,Accident,Unclassified,25
41.87,-87.64,08:00,Hazard,Weather,25
41.88,-87.67,05:00,Jam,Stand-Still Traffic,25
41.95,-87.65,19:00,Road Closed,Unclassified,25
41.89,-87.65,03:00,Accident,Unclassified,25
41.9,-87.66,05:00,Jam,Heavy Traffic,25
41.95,-87.65,16:00,Road Closed,Unclassified,25
41.79,-87.63,19:00,Accident,Unclassified,25
41.88,-87.67,08:00,Hazard,Weather,25
41.99,-87.66,13:00,Road Closed,Unclassified,25
41.88,-87.67,03:00,Jam,Heavy Traffic,25
41.87,-87.62,18:00,Road Closed,Unclassified,25
41.97,-87.76,10:00,Jam,Stand-Still Traffic,25
41.69,-87.6,06:00,Hazard,On Road,25
41.85,-87.64,13:00,Accident,Unclassified,25
41.66,-87.59,08:00,Hazard,Weather,24
41.85,-87.64,07:00,Hazard,On Road,24
41.69,-87.68,17:00,Road Closed,Event,24
41.69,-87.6,07:00,Hazard,On Road,24
41.85,-87.7,18:00,Road Closed,Unclassified,24
41.98,-87.79,10:00,Jam,Unclassified,24
41.9,-87.63,13:00,Road Closed,Unclassified,24
41.88,-87.65,00:00,Accident,Unclassified,24
41.9,-87.66,16:00,Accident,Unclassified,24
41.95,-87.65,17:00,Road Closed,Unclassified,24
41.84,-87.63,06:00,Hazard,On Road,24
41.74,-87.62,10:00,Jam,Stand-Still Traffic,24
41.88,-87.66,07:00,Hazard,On Road,24
41.88,-87.65,13:00,Accident,Unclassified,24
41.87,-87.64,04:00,Jam,Stand-Still Traffic,23
41.98,-87.66,14:00,Road Closed,Unclassified,23
41.88,-87.65,01:00,Accident,Unclassified,23
41.97,-87.75,12:00,Accident,Unclassified,23
41.9,-87.66,18:00,Accident,Unclassified,23
41.9,-87.66,05:00,Jam,Stand-Still Traffic,23
41.99,-87.82,01:00,Hazard,Other,23
41.85,-87.64,06:00,Hazard,On Road,23
41.89,-87.65,05:00,Jam,Stand-Still Traffic,23
41.91,-87.66,02:00,Jam,Unclassified,23
41.96,-87.74,19:00,Accident,Unclassified,23
41.97,-87.73,13:00,Road Closed,Unclassified,23
41.94,-87.71,14:00,Accident,Unclassified,23
41.87,-87.64,23:00,Road Closed,Unclassified,23
41.89,-87.65,19:00,Accident,Unclassified,23
41.79,-87.63,23:00,Accident,Unclassified,23
41.78,-87.63,19:00,Accident,Unclassified,23
41.86,-87.64,09:00,Hazard,On Road,23
41.94,-87.65,19:00,Road Closed,Unclassified,23
41.88,-87.68,13:00,Road Closed,Unclassified,23
41.81,-87.63,14:00,Accident,Unclassified,23
41.87,-87.62,19:00,Road Closed,Event,23
41.86,-87.64,04:00,Jam,Stand-Still Traffic,23
41.88,-87.65,05:00,Road Closed,Unclassified,22
41.74,-87.62,10:00,Jam,Unclassified,22
41.96,-87.75,13:00,Road Closed,Unclassified,22
41.89,-87.65,04:00,Jam,Unclassified,22
41.9,-87.62,12:00,Accident,Unclassified,22
41.88,-87.65,20:00,Accident,Major,22
41.89,-87.65,05:00,Jam,Heavy Traffic,22
41.9,-87.66,09:00,Hazard,On Road,22
41.89,-87.63,04:00,Jam,Stand-Still Traffic,22
41.91,-87.63,23:00,Accident,Unclassified,22
41.92,-87.67,12:00,Hazard,On Shoulder,22
41.89,-87.65,22:00,Accident,Major,22
41.88,-87.65,09:00,Hazard,On Road,22
41.87,-87.62,23:00,Accident,Unclassified,22
41.89,-87.65,17:00,Accident,Unclassified,22
41.73,-87.62,10:00,Jam,Unclassified,22
41.99,-87.82,21:00,Hazard,Other,22
41.88,-87.68,19:00,Road Closed,Unclassified,22
41.97,-87.75,17:00,Accident,Unclassified,22
41.87,-87.64,19:00,Accident,Unclassified,22
41.98,-87.78,19:00,Accident,Unclassified,22
41.88,-87.62,23:00,Accident,Unclassified,22
41.98,-87.81,21:00,Hazard,Other,22
41.92,-87.71,19:00,Road Closed,Unclassified,21
41.83,-87.7,19:00,Accident,Unclassified,21
41.8,-87.63,09:00,Hazard,On Road,21
41.86,-87.64,00:00,Accident,Unclassified,21
41.92,-87.68,01:00,Jam,Unclassified,21
41.82,-87.74,13:00,Accident,Unclassified,21
41.99,-87.82,15:00,Hazard,Other,21
41.88,-87.63,05:00,Road Closed,Event,21
41.87,-87.62,13:00,Road Closed,Event,21
41.9,-87.66,03:00,Accident,Unclassified,21
41.86,-87.64,17:00,Accident,Unclassified,21
41.9,-87.62,03:00,Jam,Unclassified,21
41.71,-87.61,10:00,Jam,Stand-Still Traffic,21
41.89,-87.69,13:00,Road Closed,Unclassified,21
41.89,-87.65,01:00,Accident,Unclassified,21
41.88,-87.65,04:00,Accident,Unclassified,21
41.9,-87.62,02:00,Accident,Unclassified,21
41.88,-87.62,13:00,Road Closed,Event,21
41.9,-87.62,11:00,Accident,Unclassified,21
41.94,-87.65,18:00,Road Closed,Unclassified,21
41.9,-87.62,14:00,Accident,Unclassified,21
41.97,-87.76,10:00,Jam,Unclassified,21
41.85,-87.64,16:00,Accident,Unclassified,21
41.89,-87.66,04:00,Jam,Heavy Traffic,21
41.66,-87.59,07:00,Hazard,On Road,21
41.84,-87.66,10:00,Jam,Unclassified,21
41.98,-87.81,01:00,Jam,Unclassified,20
41.71,-87.61,10:00,Jam,Unclassified,20
41.95,-87.65,18:00,Road Closed,Unclassified,20
41.88,-87.65,14:00,Road Closed,Unclassified,20
41.98,-87.78,01:00,Jam,Unclassified,20
41.88,-87.65,15:00,Road Closed,Unclassified,20
41.9,-87.62,18:00,Accident,Unclassified,20
41.87,-87.62,14:00,Road Closed,Unclassified,20
41.81,-87.63,13:00,Accident,Unclassified,20
41.94,-87.65,00:00,Road Closed,Unclassified,20
41.69,-87.6,08:00,Hazard,On Road,20
41.97,-87.76,01:00,Jam,Unclassified,20
41.87,-87.64,00:00,Accident,Unclassified,20
41.88,-87.67,04:00,Jam,Heavy Traffic,20
41.72,-87.62,10:00,Jam,Unclassified,20
41.89,-87.65,18:00,Road Closed,Unclassified,20
41.95,-87.65,00:00,Road Closed,Unclassified,20
41.7,-87.68,17:00,Road Closed,Event,20
41.96,-87.75,12:00,Road Closed,Unclassified,20
41.76,-87.63,10:00,Jam,Unclassified,19
41.88,-87.66,20:00,Accident,Major,19
41.87,-87.64,18:00,Accident,Major,19
41.89,-87.67,14:00,Road Closed,Event,19
41.98,-87.75,18:00,Accident,Unclassified,19
41.97,-87.76,08:00,Hazard,On Road,19
41.85,-87.64,17:00,Accident,Unclassified,19
41.92,-87.67,02:00,Jam,Unclassified,19
41.84,-87.63,11:00,Accident,Unclassified,19
41.97,-87.73,15:00,Road Closed,Unclassified,19
41.99,-87.82,23:00,Hazard,Other,19
41.95,-87.73,13:00,Accident,Unclassified,19
41.89,-87.65,15:00,Accident,Unclassified,19
41.88,-87.65,07:00,Hazard,On Road,19
41.9,-87.63,14:00,Road Closed,Unclassified,19
41.88,-87.62,12:00,Road Closed,Unclassified,19
41.89,-87.65,20:00,Accident,Major,19
41.89,-87.65,13:00,Accident,Unclassified,19
41.96,-87.74,12:00,Accident,Unclassified,19
41.89,-87.63,01:00,Jam,Unclassified,19
41.81,-87.63,11:00,Accident,Unclassified,19
41.87,-87.77,03:00,Jam,Unclassified,19
41.94,-87.64,02:00,Road Closed,Event,19
41.87,-87.62,12:00,Road Closed,Unclassified,19
41.72,-87.62,10:00,Jam,Stand-Still Traffic,18
41.84,-87.63,10:00,Jam,Unclassified,18
41.89,-87.67,07:00,Road Closed,Event,18
41.88,-87.67,17:00,Accident,Unclassified,18
41.98,-87.79,13:00,Accident,Unclassified,18
41.89,-87.65,06:00,Jam,Heavy Traffic,18
41.89,-87.65,18:00,Accident,Unclassified,18
41.93,-87.7,13:00,Accident,Unclassified,18
41.9,-87.63,23:00,Road Closed,Unclassified,18
41.89,-87.65,23:00,Road Closed,Unclassified,18
41.7,-87.59,10:00,Jam,Stand-Still Traffic,18
41.89,-87.64,18:00,Road Closed,Unclassified,18
41.86,-87.64,03:00,Accident,Unclassified,18
41.85,-87.63,13:00,Accident,Unclassified,18
41.84,-87.66,18:00,Accident,Unclassified,18
41.9,-87.62,16:00,Accident,Unclassified,18
41.77,-87.63,08:00,Hazard,On Road,18
41.87,-87.64,18:00,Accident,Unclassified,18
41.86,-87.64,12:00,Accident,Unclassified,18
41.84,-87.64,16:00,Road Closed,Event,18
41.84,-87.63,14:00,Accident,Unclassified,18
41.86,-87.7,13:00,Road Closed,Event,18
41.97,-87.76,02:00,Jam,Unclassified,18
41.88,-87.65,19:00,Accident,Major,18
41.86,-87.64,08:00,Hazard,On Road,18
41.9,-87.66,00:00,Accident,Unclassified,18
41.94,-87.65,17:00,Road Closed,Unclassified,18
41.68,-87.6,08:00,Hazard,On Road,18
41.9,-87.66,04:00,Accident,Unclassified,17
41.9,-87.63,00:00,Road Closed,Unclassified,17
41.88,-87.65,06:00,Jam,Stand-Still Traffic,17
41.89,-87.64,01:00,Road Closed,Unclassified,17
41.83,-87.63,14:00,Accident,Unclassified,17
41.92,-87.67,03:00,Jam,Unclassified,17
41.9,-87.62,02:00,Jam,Unclassified,17
41.85,-87.63,14:00,Accident,Unclassified,17
41.78,-87.63,19:00,Accident,Major,17
41.9,-87.66,22:00,Accident,Major,17
41.99,-87.82,02:00,Hazard,Other,17
41.94,-87.64,23:00,Road Closed,Unclassified,17
41.82,-87.63,14:00,Accident,Unclassified,17
41.85,-87.64,00:00,Accident,Unclassified,17
41.76,-87.63,18:00,Accident,Unclassified,17
41.88,-87.65,03:00,Accident,Unclassified,17
41.93,-87.7,14:00,Accident,Unclassified,17
41.88,-87.65,02:00,Accident,Unclassified,17
41.87,-87.64,01:00,Accident,Unclassified,17
41.86,-87.64,18:00,Accident,Unclassified,17
41.87,-87.62,18:00,Accident,Unclassified,17
41.76,-87.63,00:00,Accident,Unclassified,17
41.95,-87.73,12:00,Accident,Unclassified,17
41.87,-87.62,23:00,Road Closed,Unclassified,17
41.86,-87.64,04:00,Jam,Heavy Traffic,17
41.97,-87.65,02:00,Road Closed,Event,17
41.93,-87.7,15:00,Accident,Unclassified,17
41.86,-87.64,03:00,Jam,Unclassified,17
41.88,-87.65,05:00,Accident,Major,17
41.87,-87.64,16:00,Accident,Unclassified,17
41.9,-87.66,13:00,Jam,Moderate Traffic,16
41.97,-87.75,16:00,Accident,Unclassified,16
41.9,-87.66,04:00,Road Closed,Unclassified,16
41.97,-87.76,04:00,Jam,Heavy Traffic,16
41.92,-87.71,17:00,Road Closed,Unclassified,16
41.87,-87.64,20:00,Accident,Major,16
41.9,-87.62,04:00,Accident,Unclassified,16
41.98,-87.81,17:00,Hazard,Other,16
41.87,-87.62,03:00,Jam,Unclassified,16
41.97,-87.76,14:00,Accident,Unclassified,16
41.96,-87.76,12:00,Road Closed,Unclassified,16
41.85,-87.64,03:00,Accident,Unclassified,16
41.92,-87.67,00:00,Accident,Unclassified,16
41.87,-87.62,02:00,Road Closed,Unclassified,16
41.86,-87.64,16:00,Accident,Unclassified,16
41.87,-87.64,21:00,Accident,Major,16
41.88,-87.65,12:00,Road Closed,Unclassified,16
41.86,-87.64,02:00,Accident,Unclassified,16
41.97,-87.76,12:00,Accident,Unclassified,16
41.93,-87.7,12:00,Accident,Unclassified,16
41.89,-87.65,02:00,Accident,Unclassified,16
41.82,-87.63,11:00,Accident,Unclassified,16
41.89,-87.64,17:00,Road Closed,Unclassified,16
41.88,-87.62,14:00,Road Closed,Event,16
41.88,-87.62,16:00,Road Closed,Event,16
41.85,-87.63,12:00,Accident,Unclassified,16
41.9,-87.62,03:00,Accident,Unclassified,16
41.85,-87.7,17:00,Road Closed,Unclassified,16
41.88,-87.65,15:00,Accident,Unclassified,16
41.9,-87.7,13:00,Hazard,On Shoulder,15
41.88,-87.62,03:00,Jam,Unclassified,15
41.84,-87.63,17:00,Accident,Unclassified,15
41.88,-87.62,02:00,Road Closed,Unclassified,15
41.95,-87.72,12:00,Accident,Unclassified,15
41.89,-87.65,14:00,Accident,Unclassified,15
41.89,-87.65,16:00,Accident,Unclassified,15
41.94,-87.65,01:00,Road Closed,Unclassified,15
41.89,-87.65,06:00,Jam,Stand-Still Traffic,15
41.88,-87.68,19:00,Accident,Major,15
41.94,-87.71,12:00,Road Closed,Unclassified,15
41.89,-87.65,04:00,Accident,Unclassified,15
41.97,-87.76,17:00,Accident,Unclassified,15
41.87,-87.64,19:00,Accident,Major,15
41.97,-87.75,12:00,Road Closed,Unclassified,15
41.88,-87.65,04:00,Accident,Major,15
41.87,-87.62,01:00,Road Closed,Unclassified,15
41.95,-87.65,15:00,Road Closed,Unclassified,15
41.99,-87.66,14:00,Road Closed,Unclassified,15
41.99,-87.82,17:00,Hazard,Other,15
41.9,-87.62,01:00,Accident,Unclassified,15
41.88,-87.67,20:00,Accident,Major,15
41.9,-87.66,02:00,Road Closed,Unclassified,15
41.98,-87.79,00:00,Accident,Unclassified,15
41.88,-87.65,05:00,Accident,Unclassified,14
41.98,-87.89,08:00,Hazard,Other,14
41.99,-87.82,13:00,Hazard,Other,14
41.89,-87.65,03:00,Road Closed,Unclassified,14
41.96,-87.75,14:00,Road Closed,Unclassified,14
41.92,-87.67,01:00,Accident,Unclassified,14
41.99,-87.82,03:00,Hazard,Other,14
41.87,-87.77,02:00,Jam,Unclassified,14
41.88,-87.62,01:00,Road Closed,Unclassified,14
41.91,-87.66,03:00,Accident,Unclassified,14
41.91,-87.66,03:00,Jam,Unclassified,14
41.94,-87.71,15:00,Accident,Unclassified,14
41.88,-87.65,16:00,Accident,Unclassified,14
41.84,-87.63,12:00,Road Closed,Unclassified,14
41.88,-87.67,14:00,Road Closed,Event,14
41.83,-87.63,15:00,Accident,Unclassified,14
41.87,-87.64,23:00,Accident,Major,14
41.99,-87.82,18:00,Hazard,Other,14
41.88,-87.62,00:00,Road Closed,Unclassified,14
41.91,-87.66,04:00,Jam,Unclassified,14
41.9,-87.63,01:00,Road Closed,Unclassified,14
41.88,-87.62,02:00,Jam,Unclassified,14
41.9,-87.66,03:00,Road Closed,Unclassified,14
41.88,-87.65,03:00,Accident,Major,14
41.85,-87.64,04:00,Accident,Unclassified,14
41.88,-87.66,19:00,Accident,Major,14
41.85,-87.64,02:00,Accident,Unclassified,14
41.87,-87.64,02:00,Accident,Unclassified,14
41.76,-87.63,19:00,Accident,Major,14
41.98,-87.78,15:00,Accident,Unclassified,14
41.89,-87.69,00:00,Road Closed,Unclassified,14
41.89,-87.66,02:00,Jam,Unclassified,14
41.87,-87.65,05:00,Jam,Heavy Traffic,13
41.89,-87.65,01:00,Road Closed,Unclassified,13
41.9,-87.66,23:00,Accident,Major,13
41.84,-87.63,00:00,Road Closed,Unclassified,13
41.86,-87.64,13:00,Accident,Major,13
41.85,-87.64,20:00,Accident,Major,13
41.95,-87.72,15:00,Accident,Unclassified,13
41.88,-87.66,22:00,Accident,Major,13
41.85,-87.64,15:00,Accident,Unclassified,13
41.98,-87.8,10:00,Accident,Unclassified,13
41.89,-87.65,19:00,Accident,Major,13
41.87,-87.62,18:00,Road Closed,Event,13
41.88,-87.62,20:00,Road Closed,Event,13
41.88,-87.62,02:00,Accident,Unclassified,13
41.89,-87.64,16:00,Road Closed,Unclassified,13
41.9,-87.66,15:00,Accident,Unclassified,13
41.82,-87.74,15:00,Accident,Unclassified,13
41.88,-87.65,22:00,Jam,Moderate Traffic,13
41.82,-87.74,19:00,Jam,Moderate Traffic,13
41.92,-87.67,11:00,Accident,Unclassified,13
41.88,-87.68,14:00,Road Closed,Unclassified,13
41.99,-87.82,16:00,Hazard,Other,13
41.88,-87.65,21:00,Accident,Major,13
41.92,-87.67,03:00,Accident,Unclassified,13
41.98,-87.65,19:00,Hazard,Other,13
41.87,-87.72,04:00,Hazard,Other,13
41.91,-87.67,16:00,Accident,Unclassified,12
41.88,-87.62,12:00,Road Closed,Event,12
41.99,-87.82,20:00,Hazard,Other,12
41.99,-87.66,00:00,Road Closed,Event,12
41.95,-87.65,14:00,Road Closed,Unclassified,12
41.79,-87.63,21:00,Accident,Major,12
41.96,-87.75,15:00,Road Closed,Unclassified,12
41.9,-87.62,04:00,Jam,Unclassified,12
41.94,-87.65,02:00,Road Closed,Unclassified,12
41.88,-87.66,21:00,Accident,Major,12
41.92,-87.68,20:00,Jam,Moderate Traffic,12
41.86,-87.64,03:00,Accident,Major,12
41.88,-87.62,18:00,Road Closed,Event,12
41.96,-87.74,16:00,Accident,Unclassified,12
41.89,-87.66,01:00,Road Closed,Unclassified,12
41.97,-87.75,21:00,Jam,Moderate Traffic,12
42.0,-87.68,12:00,Hazard,On Shoulder,12
41.81,-87.63,22:00,Accident,Major,12
41.99,-87.69,20:00,Hazard,Other,12
41.99,-87.82,05:00,Hazard,Other,12
41.75,-87.67,19:00,Hazard,Other,12
41.88,-87.62,23:00,Road Closed,Event,12
41.87,-87.73,04:00,Hazard,Other,12
41.94,-87.64,05:00,Road Closed,Event,12
41.97,-87.81,01:00,Hazard,Other,12
